srno,movieId,title,genres
96,103,Unforgettable (1996),Mystery|Sci-Fi|Thriller
97,104,Happy Gilmore (1996),Comedy
98,105,"Bridges of Madison County, The (1995)",Drama|Romance
99,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical
100,108,Catwalk (1996),Documentary
101,110,Braveheart (1995),Action|Drama|War
102,111,Taxi Driver (1976),Crime|Drama|Thriller
103,112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime
104,113,Before and After (1996),Drama|Mystery
105,114,Margaret's Museum (1995),Drama
106,116,Anne Frank Remembered (1995),Documentary
107,117,"Young Poisoner's Handbook, The (1995)",Crime|Drama
108,118,If Lucy Fell (1996),Comedy|Romance
109,119,"Steal Big, Steal Little (1995)",Comedy
110,121,"Boys of St. Vincent, The (1992)",Drama
111,122,Boomerang (1992),Comedy|Romance
112,123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance
113,124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama
114,125,Flirting With Disaster (1996),Comedy
115,126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy
116,129,Pie in the Sky (1996),Comedy|Romance
117,130,Angela (1995),Drama
118,131,Frankie Starlight (1995),Drama|Romance
119,132,Jade (1995),Thriller
120,135,Down Periscope (1996),Comedy
121,137,Man of the Year (1995),Documentary
122,140,Up Close and Personal (1996),Drama|Romance
123,141,"Birdcage, The (1996)",Comedy
124,144,"Brothers McMullen, The (1995)",Comedy
125,145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller
126,146,"Amazing Panda Adventure, The (1995)",Adventure|Children
127,147,"Basketball Diaries, The (1995)",Drama
128,148,"Awfully Big Adventure, An (1995)",Drama
129,149,Amateur (1994),Crime|Drama|Thriller
130,150,Apollo 13 (1995),Adventure|Drama|IMAX
131,151,Rob Roy (1995),Action|Drama|Romance|War
132,152,"Addiction, The (1995)",Drama|Horror
133,153,Batman Forever (1995),Action|Adventure|Comedy|Crime
134,154,Beauty of the Day (Belle de jour) (1967),Drama
135,155,Beyond Rangoon (1995),Adventure|Drama|War
136,156,Blue in the Face (1995),Comedy|Drama
137,157,Canadian Bacon (1995),Comedy|War
138,158,Casper (1995),Adventure|Children
139,159,Clockers (1995),Crime|Drama|Mystery
140,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi
141,161,Crimson Tide (1995),Drama|Thriller|War
142,162,Crumb (1994),Documentary
143,163,Desperado (1995),Action|Romance|Western
144,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
145,165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
146,166,"Doom Generation, The (1995)",Comedy|Crime|Drama
147,167,Feast of July (1995),Drama
148,168,First Knight (1995),Action|Drama|Romance
149,169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama
150,170,Hackers (1995),Action|Adventure|Crime|Thriller
151,171,Jeffrey (1995),Comedy|Drama
152,172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
153,173,Judge Dredd (1995),Action|Crime|Sci-Fi
154,174,Jury Duty (1995),Comedy
155,175,Kids (1995),Drama
156,176,Living in Oblivion (1995),Comedy
157,177,Lord of Illusions (1995),Horror
158,178,Love & Human Remains (1993),Comedy|Drama
159,179,Mad Love (1995),Drama|Romance
160,180,Mallrats (1995),Comedy|Romance
161,181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children
162,183,Mute Witness (1994),Comedy|Horror|Thriller
163,184,Nadja (1994),Drama
164,185,"Net, The (1995)",Action|Crime|Thriller
165,186,Nine Months (1995),Comedy|Romance
166,187,Party Girl (1995),Comedy
167,188,"Prophecy, The (1995)",Fantasy|Horror|Mystery
168,189,Reckless (1995),Comedy|Fantasy
169,190,Safe (1995),Thriller
170,191,"Scarlet Letter, The (1995)",Drama|Romance
171,193,Showgirls (1995),Drama
172,194,Smoke (1995),Comedy|Drama
173,195,Something to Talk About (1995),Comedy|Drama|Romance
174,196,Species (1995),Horror|Sci-Fi
175,198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
176,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance
177,200,"Tie That Binds, The (1995)",Thriller
178,201,Three Wishes (1995),Drama|Fantasy
179,202,Total Eclipse (1995),Drama|Romance
180,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
181,204,Under Siege 2: Dark Territory (1995),Action
182,205,Unstrung Heroes (1995),Comedy|Drama
183,206,Unzipped (1995),Documentary
184,207,"Walk in the Clouds, A (1995)",Drama|Romance
185,208,Waterworld (1995),Action|Adventure|Sci-Fi
186,209,White Man's Burden (1995),Drama
187,211,"Browning Version, The (1994)",Drama
188,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
189,214,Before the Rain (Pred dozhdot) (1994),Drama|War
190,215,Before Sunrise (1995),Drama|Romance
191,216,Billy Madison (1995),Comedy
192,217,"Babysitter, The (1995)",Drama|Thriller
193,218,Boys on the Side (1995),Comedy|Drama
194,219,"Cure, The (1995)",Drama
195,220,Castle Freak (1995),Horror
196,222,Circle of Friends (1995),Drama|Romance
197,223,Clerks (1994),Comedy
198,224,Don Juan DeMarco (1995),Comedy|Drama|Romance
199,225,Disclosure (1994),Drama|Thriller
200,227,Drop Zone (1994),Action|Thriller
201,228,Destiny Turns on the Radio (1995),Comedy
202,229,Death and the Maiden (1994),Drama|Thriller
203,230,Dolores Claiborne (1995),Drama|Thriller
204,231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
205,232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
206,233,Exotica (1994),Drama
207,234,Exit to Eden (1994),Comedy
208,235,Ed Wood (1994),Comedy|Drama
209,236,French Kiss (1995),Action|Comedy|Romance
210,237,Forget Paris (1995),Comedy|Romance
211,238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children
212,239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance
213,240,Hideaway (1995),Thriller
214,241,Fluke (1995),Children|Drama
215,242,Farinelli: il castrato (1994),Drama|Musical
216,243,Gordy (1995),Children|Comedy|Fantasy
217,244,Gumby: The Movie (1995),Animation|Children
218,245,The Glass Shield (1994),Crime|Drama
219,246,Hoop Dreams (1994),Documentary
220,247,Heavenly Creatures (1994),Crime|Drama
221,248,Houseguest (1994),Comedy
222,249,Immortal Beloved (1994),Drama|Romance
223,250,Heavyweights (Heavy Weights) (1995),Children|Comedy
224,251,"Hunted, The (1995)",Action
225,252,I.Q. (1994),Comedy|Romance
226,253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
227,254,Jefferson in Paris (1995),Drama
228,255,"Jerky Boys, The (1995)",Comedy
229,256,Junior (1994),Comedy|Sci-Fi
230,257,Just Cause (1995),Mystery|Thriller
231,258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance
232,259,Kiss of Death (1995),Crime|Drama|Thriller
233,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
234,261,Little Women (1994),Drama
235,262,"Little Princess, A (1995)",Children|Drama
236,263,Ladybird Ladybird (1994),Drama
237,264,"Enfer, L' (1994)",Drama
238,265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
239,266,Legends of the Fall (1994),Drama|Romance|War|Western
240,267,Major Payne (1995),Comedy
241,268,Little Odessa (1994),Crime|Drama
242,269,My Crazy Life (Mi vida loca) (1993),Drama
243,270,Love Affair (1994),Drama|Romance
244,271,Losing Isaiah (1995),Drama
245,272,"Madness of King George, The (1994)",Comedy|Drama
246,273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
247,274,Man of the House (1995),Comedy
248,275,Mixed Nuts (1994),Comedy
249,276,Milk Money (1994),Comedy|Romance
250,277,Miracle on 34th Street (1994),Drama
251,278,Miami Rhapsody (1995),Comedy
252,279,My Family (1995),Drama
253,280,Murder in the First (1995),Drama|Thriller
254,281,Nobody's Fool (1994),Comedy|Drama|Romance
255,282,Nell (1994),Drama
256,283,New Jersey Drive (1995),Crime|Drama
257,285,Beyond Bedlam (1993),Drama|Horror
258,287,Nina Takes a Lover (1994),Comedy|Romance
259,288,Natural Born Killers (1994),Action|Crime|Thriller
260,289,Only You (1994),Comedy|Romance
261,290,Once Were Warriors (1994),Crime|Drama
262,291,Poison Ivy II (1996),Drama|Thriller
263,292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
264,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
265,294,"Perez Family, The (1995)",Comedy|Romance
266,295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance
267,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
268,299,Priest (1994),Drama
269,300,Quiz Show (1994),Drama
270,301,Picture Bride (Bijo photo) (1994),Drama|Romance
271,302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance
272,303,"Quick and the Dead, The (1995)",Action|Thriller|Western
273,304,Roommates (1995),Comedy|Drama
274,305,Ready to Wear (Pret-A-Porter) (1994),Comedy
275,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
276,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
277,308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
278,309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama
279,312,Stuart Saves His Family (1995),Comedy
280,313,"Swan Princess, The (1994)",Animation|Children
281,314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery
282,315,"Specialist, The (1994)",Action|Drama|Thriller
283,316,Stargate (1994),Action|Adventure|Sci-Fi
284,317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
285,318,"Shawshank Redemption, The (1994)",Crime|Drama
286,319,Shallow Grave (1994),Comedy|Drama|Thriller
287,320,Suture (1993),Film-Noir|Thriller
288,321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
289,322,Swimming with Sharks (1995),Comedy|Drama
290,324,"Sum of Us, The (1994)",Comedy|Drama
291,325,National Lampoon's Senior Trip (1995),Comedy
292,326,To Live (Huozhe) (1994),Drama
293,327,Tank Girl (1995),Action|Comedy|Sci-Fi
294,328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
295,329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
296,330,Tales from the Hood (1995),Action|Crime|Horror
297,331,Tom & Viv (1994),Drama
298,332,Village of the Damned (1995),Horror|Sci-Fi
299,333,Tommy Boy (1995),Comedy
300,334,Vanya on 42nd Street (1994),Drama
301,335,Underneath (1995),Mystery|Thriller
302,336,"Walking Dead, The (1995)",Drama|War
303,337,What's Eating Gilbert Grape (1993),Drama
304,338,Virtuosity (1995),Action|Sci-Fi|Thriller
305,339,While You Were Sleeping (1995),Comedy|Romance
306,340,"War, The (1994)",Adventure|Drama|War
307,341,Double Happiness (1994),Drama
308,342,Muriel's Wedding (1994),Comedy
309,343,"Baby-Sitters Club, The (1995)",Children
310,344,Ace Ventura: Pet Detective (1994),Comedy
311,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
312,346,Backbeat (1993),Drama|Musical
313,347,Bitter Moon (1992),Drama|Film-Noir|Romance
314,348,Bullets Over Broadway (1994),Comedy
315,349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
316,350,"Client, The (1994)",Drama|Mystery|Thriller
317,351,"Corrina, Corrina (1994)",Comedy|Drama|Romance
318,352,Crooklyn (1994),Comedy|Drama
319,353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
320,354,Cobb (1994),Drama
321,355,"Flintstones, The (1994)",Children|Comedy|Fantasy
322,356,Forrest Gump (1994),Comedy|Drama|Romance|War
323,357,Four Weddings and a Funeral (1994),Comedy|Romance
324,358,Higher Learning (1995),Drama
325,360,I Love Trouble (1994),Action|Comedy
326,361,It Could Happen to You (1994),Comedy|Drama|Romance
327,362,"Jungle Book, The (1994)",Adventure|Children|Romance
328,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
329,364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
330,365,Little Buddha (1993),Drama
331,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller
332,367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
333,368,Maverick (1994),Adventure|Comedy|Western
334,369,Mrs. Parker and the Vicious Circle (1994),Drama
335,370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
336,371,"Paper, The (1994)",Comedy|Drama
337,372,Reality Bites (1994),Comedy|Drama|Romance
338,373,Red Rock West (1992),Thriller
339,374,Richie Rich (1994),Children|Comedy
340,375,Safe Passage (1994),Drama
341,376,"River Wild, The (1994)",Action|Thriller
342,377,Speed (1994),Action|Romance|Thriller
343,378,Speechless (1994),Comedy|Romance
344,379,Timecop (1994),Action|Sci-Fi|Thriller
345,380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
346,381,When a Man Loves a Woman (1994),Drama|Romance
347,382,Wolf (1994),Drama|Horror|Romance|Thriller
348,383,Wyatt Earp (1994),Western
349,384,Bad Company (1995),Action|Crime|Drama
350,387,"Low Down Dirty Shame, A (1994)",Action|Comedy
351,388,Boys Life (1995),Drama
352,389,"Colonel Chabert, Le (1994)",Drama|Romance|War
353,390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
354,391,Jason's Lyric (1994),Crime|Drama
355,392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation
356,393,Street Fighter (1994),Action|Adventure|Fantasy
357,401,Mirage (1995),Action|Thriller
358,405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
359,407,In the Mouth of Madness (1995),Horror|Thriller
360,408,8 Seconds (1994),Drama
361,409,Above the Rim (1994),Crime|Drama
362,410,Addams Family Values (1993),Children|Comedy|Fantasy
363,412,"Age of Innocence, The (1993)",Drama
364,413,Airheads (1994),Comedy
365,414,"Air Up There, The (1994)",Comedy
366,415,Another Stakeout (1993),Comedy|Thriller
367,416,Bad Girls (1994),Western
368,417,Barcelona (1994),Comedy|Romance
369,418,Being Human (1993),Drama
370,419,"Beverly Hillbillies, The (1993)",Comedy
371,420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
372,421,Black Beauty (1994),Adventure|Children|Drama
373,422,Blink (1994),Thriller
374,423,Blown Away (1994),Action|Thriller
375,424,Blue Chips (1994),Drama
376,425,Blue Sky (1994),Drama|Romance
377,426,Body Snatchers (1993),Horror|Sci-Fi|Thriller
378,427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
379,428,"Bronx Tale, A (1993)",Drama
380,429,Cabin Boy (1994),Comedy
381,431,Carlito's Way (1993),Crime|Drama
382,432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
383,433,Clean Slate (1994),Comedy
384,434,Cliffhanger (1993),Action|Adventure|Thriller
385,435,Coneheads (1993),Comedy|Sci-Fi
386,436,Color of Night (1994),Drama|Thriller
387,437,Cops and Robbersons (1994),Comedy
388,438,"Cowboy Way, The (1994)",Action|Comedy|Drama
389,439,Dangerous Game (1993),Drama
390,440,Dave (1993),Comedy|Romance
391,441,Dazed and Confused (1993),Comedy
392,442,Demolition Man (1993),Action|Adventure|Sci-Fi
393,443,"Endless Summer 2, The (1994)",Adventure|Documentary
394,444,Even Cowgirls Get the Blues (1993),Comedy|Romance
395,445,Fatal Instinct (1993),Comedy
396,446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
397,447,"Favor, The (1994)",Comedy|Romance
398,448,Fearless (1993),Drama
399,449,Fear of a Black Hat (1994),Comedy
400,450,With Honors (1994),Comedy|Drama
401,451,Flesh and Bone (1993),Drama|Mystery|Romance
402,452,Widows' Peak (1994),Drama
403,453,For Love or Money (1993),Comedy|Romance
404,454,"Firm, The (1993)",Drama|Thriller
405,455,Free Willy (1993),Adventure|Children|Drama
406,456,Fresh (1994),Crime|Drama|Thriller
407,457,"Fugitive, The (1993)",Thriller
408,458,Geronimo: An American Legend (1993),Drama|Western
409,459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller
410,460,Getting Even with Dad (1994),Comedy
411,461,Go Fish (1994),Drama|Romance
412,463,Guilty as Sin (1993),Crime|Drama|Thriller
413,464,Hard Target (1993),Action|Adventure|Crime|Thriller
414,465,Heaven & Earth (1993),Action|Drama|War
415,466,Hot Shots! Part Deux (1993),Action|Comedy|War
416,467,Live Nude Girls (1995),Comedy
417,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
418,469,"House of the Spirits, The (1993)",Drama|Romance
419,470,House Party 3 (1994),Comedy
420,471,"Hudsucker Proxy, The (1994)",Comedy
421,472,I'll Do Anything (1994),Comedy|Drama
422,473,In the Army Now (1994),Comedy|War
423,474,In the Line of Fire (1993),Action|Thriller
424,475,In the Name of the Father (1993),Drama
425,476,"Inkwell, The (1994)",Comedy|Drama
426,477,What's Love Got to Do with It? (1993),Drama|Musical
427,479,Judgment Night (1993),Action|Crime|Thriller
428,480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
429,481,Kalifornia (1993),Drama|Thriller
430,482,Killing Zoe (1994),Crime|Drama|Thriller
431,483,King of the Hill (1993),Drama
432,484,Lassie (1994),Adventure|Children
433,485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
434,486,Life with Mikey (1993),Comedy
435,487,Lightning Jack (1994),Comedy|Western
436,488,M. Butterfly (1993),Drama|Romance
437,489,Made in America (1993),Comedy
438,490,Malice (1993),Thriller
439,491,"Man Without a Face, The (1993)",Drama
440,492,Manhattan Murder Mystery (1993),Comedy|Mystery
441,493,Menace II Society (1993),Action|Crime|Drama
442,494,Executive Decision (1996),Action|Adventure|Thriller
443,495,In the Realm of the Senses (Ai no corrida) (1976),Drama
444,496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller
445,497,Much Ado About Nothing (1993),Comedy|Romance
446,498,Mr. Jones (1993),Drama|Romance
447,499,Mr. Wonderful (1993),Comedy|Romance
448,500,Mrs. Doubtfire (1993),Comedy|Drama
449,501,Naked (1993),Drama
450,502,"Next Karate Kid, The (1994)",Action|Children|Romance
451,504,No Escape (1994),Action|Drama|Sci-Fi
452,505,North (1994),Comedy
453,506,Orlando (1992),Drama|Fantasy|Romance
454,507,"Perfect World, A (1993)",Crime|Drama|Thriller
455,508,Philadelphia (1993),Drama
456,509,"Piano, The (1993)",Drama|Romance
457,510,Poetic Justice (1993),Drama
458,511,"Program, The (1993)",Action|Drama
459,512,"Puppet Masters, The (1994)",Horror|Sci-Fi
460,513,Radioland Murders (1994),Comedy|Mystery|Romance
461,514,"Ref, The (1994)",Comedy
462,515,"Remains of the Day, The (1993)",Drama|Romance
463,516,Renaissance Man (1994),Comedy|Drama
464,517,Rising Sun (1993),Action|Drama|Mystery
465,518,"Road to Wellville, The (1994)",Comedy
466,519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
467,520,Robin Hood: Men in Tights (1993),Comedy
468,521,Romeo Is Bleeding (1993),Crime|Thriller
469,522,Romper Stomper (1992),Action|Drama
470,523,Ruby in Paradise (1993),Drama
471,524,Rudy (1993),Drama
472,526,"Savage Nights (Nuits fauves, Les) (1992)",Drama
473,527,Schindler's List (1993),Drama|War
474,528,"Scout, The (1994)",Comedy|Drama
475,529,Searching for Bobby Fischer (1993),Drama
476,531,"Secret Garden, The (1993)",Children|Drama
477,532,Serial Mom (1994),Comedy|Crime|Horror
478,533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
479,534,Shadowlands (1993),Drama|Romance
480,535,Short Cuts (1993),Drama
481,536,"Simple Twist of Fate, A (1994)",Drama
482,537,Sirens (1994),Drama
483,538,Six Degrees of Separation (1993),Drama
484,539,Sleepless in Seattle (1993),Comedy|Drama|Romance
485,540,Sliver (1993),Thriller
486,541,Blade Runner (1982),Action|Sci-Fi|Thriller
487,542,Son in Law (1993),Comedy|Drama|Romance
488,543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
489,544,Striking Distance (1993),Action|Crime
490,546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
491,547,Surviving the Game (1994),Action|Adventure|Thriller
492,548,Terminal Velocity (1994),Action|Mystery|Thriller
493,549,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical
494,550,Threesome (1994),Comedy|Romance
495,551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
496,552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
497,553,Tombstone (1993),Action|Drama|Western
498,554,Trial by Jury (1994),Crime|Drama|Thriller
499,555,True Romance (1993),Crime|Thriller
500,556,"War Room, The (1993)",Documentary
501,558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
502,559,"Paris, France (1993)",Comedy
503,561,Killer (Bulletproof Heart) (1994),Drama|Thriller
504,562,Welcome to the Dollhouse (1995),Comedy|Drama
505,563,Germinal (1993),Drama|Romance
506,564,Chasers (1994),Comedy
507,565,Cronos (1993),Drama|Horror
508,567,Kika (1993),Comedy|Drama
509,568,Bhaji on the Beach (1993),Comedy|Drama
510,569,Little Big League (1994),Comedy|Drama
511,571,"Wedding Gift, The (1994)",Drama|Romance
512,573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama
513,574,Spanking the Monkey (1994),Comedy|Drama
514,575,"Little Rascals, The (1994)",Children|Comedy
515,577,Andre (1994),Adventure|Children|Drama
516,580,Princess Caraboo (1994),Drama
517,581,"Celluloid Closet, The (1995)",Documentary
518,582,Métisse (Café au Lait) (1993),Comedy|Drama
519,585,"Brady Bunch Movie, The (1995)",Comedy
520,586,Home Alone (1990),Children|Comedy
521,587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
522,588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
523,589,Terminator 2: Judgment Day (1991),Action|Sci-Fi
524,590,Dances with Wolves (1990),Adventure|Drama|Western
525,592,Batman (1989),Action|Crime|Thriller
526,593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
527,594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
528,595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
529,596,Pinocchio (1940),Animation|Children|Fantasy|Musical
530,597,Pretty Woman (1990),Comedy|Romance
